# curie_map:
#   ibm-risk-atlas: https://www.ibm.com/docs/en/watsonx/saas?topic=
#   mit-ai-risk-repository: https://airisk.mit.edu/
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
# license: https://www.apache.org/licenses/LICENSE-2.0.html
# mapping_date: '2025-07-07'
# mapping_set_description: Mapping from IBM AI Risk Atlas to MIT AI risk repository
# mapping_set_id: https://github.com/IBM/risk-atlas-nexus/tree/main/src/data/mappings/mit-ai-risk-repository_ibm-risk-atlas.tsv
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	author_id	mapping_date	comment
ibm-risk-atlas:atlas-impact-on-cultural-diversity	Impact on cultural diversity	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-6.3	Economic and cultural devaluation of human effort	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-impact-on-jobs	Impact on Jobs	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-impact-on-jobs	Impact on Jobs	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-impact-on-jobs	Impact on Jobs	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-impact-on-jobs	Impact on Jobs	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-6.2	Increased inequality and decline in employment quality	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-impact-on-the-environment	Impact on the environment	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-ai	AI	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-impact-on-the-environment	Impact on the environment	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-other	Other	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-impact-on-the-environment	Impact on the environment	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-impact-on-the-environment	Impact on the environment	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-6.6	Environmental harm	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-improper-retraining	Improper retraining	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-improper-retraining	Improper retraining	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-improper-retraining	Improper retraining	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-improper-retraining	Improper retraining	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.3	Lack of capability or robustness	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-improper-usage	Improper usage	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-improper-usage	Improper usage	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-improper-usage	Improper usage	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-improper-usage	Improper usage	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-5.1	Overreliance and unsafe use	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-improper-usage	Improper usage	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-5.1	Overreliance and unsafe use	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-improper-usage	Improper usage	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-5.1	Overreliance and unsafe use	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-inaccessible-training-data	Inaccessible training data	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-ai	AI	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-inaccessible-training-data	Inaccessible training data	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-inaccessible-training-data	Inaccessible training data	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-inaccessible-training-data	Inaccessible training data	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.4	Lack of transparency or interpretability	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-incomplete-advice	Incomplete advice	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-ai	AI	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-incomplete-advice	Incomplete advice	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-incomplete-advice	Incomplete advice	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-incomplete-advice	Incomplete advice	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.3	Lack of capability or robustness	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-incomplete-usage-definition	Incomplete usage definition	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-incomplete-usage-definition	Incomplete usage definition	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-incomplete-usage-definition	Incomplete usage definition	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-pre-deployment	Pre -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-incomplete-usage-definition	Incomplete usage definition	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-6.5	Governance failure	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-incorrect-risk-testing	Incorrect risk testing	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-incorrect-risk-testing	Incorrect risk testing	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-incorrect-risk-testing	Incorrect risk testing	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-incorrect-risk-testing	Incorrect risk testing	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-6.5	Governance failure	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-ip-information-in-prompt	IP information in prompt	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-other	Other	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-ip-information-in-prompt	IP information in prompt	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-ip-information-in-prompt	IP information in prompt	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-ip-information-in-prompt	IP information in prompt	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.1	Compromise of privacy by obtaining, leaking or correctly inferring sensitive information	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-jailbreaking	Jailbreaking	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-jailbreaking	Jailbreaking	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-intentional	Intentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-jailbreaking	Jailbreaking	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-jailbreaking	Jailbreaking	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.2	AI system security vulnerabilities and attacks	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-lack-of-data-transparency	Lack of data transparency	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-lack-of-data-transparency	Lack of data transparency	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-lack-of-data-transparency	Lack of data transparency	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-pre-deployment	Pre -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-lack-of-data-transparency	Lack of data transparency	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-6.5	Governance failure	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-lack-of-model-transparency	Lack of model transparency	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-lack-of-model-transparency	Lack of model transparency	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-lack-of-model-transparency	Lack of model transparency	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-other	Other	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-lack-of-model-transparency	Lack of model transparency	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.4	Lack of transparency or interpretability	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-lack-of-system-transparency	Lack of system transparency	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-lack-of-system-transparency	Lack of system transparency	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-other	Other	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-lack-of-system-transparency	Lack of system transparency	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-other	Other	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-lack-of-system-transparency	Lack of system transparency	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-6.5	Governance failure	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-lack-of-testing-diversity	Lack of testing diversity	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-lack-of-testing-diversity	Lack of testing diversity	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-lack-of-testing-diversity	Lack of testing diversity	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-pre-deployment	Pre -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-lack-of-testing-diversity	Lack of testing diversity	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-6.5	Governance failure	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-legal-accountability	Legal accountability	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-other	Other	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-legal-accountability	Legal accountability	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-other	Other	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-legal-accountability	Legal accountability	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-other	Other	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-legal-accountability	Legal accountability	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-6.5	Governance failure	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-membership-inference-attack	Membership inference attack	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-membership-inference-attack	Membership inference attack	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-intentional	Intentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-membership-inference-attack	Membership inference attack	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-membership-inference-attack	Membership inference attack	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.2	AI system security vulnerabilities and attacks	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-non-disclosure	Non-disclosure	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-non-disclosure	Non-disclosure	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-other	Other	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-non-disclosure	Non-disclosure	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-non-disclosure	Non-disclosure	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.4	Lack of transparency or interpretability	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-nonconsensual-use	Nonconsensual use	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-nonconsensual-use	Nonconsensual use	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-intentional	Intentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-nonconsensual-use	Nonconsensual use	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-nonconsensual-use	Nonconsensual use	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-4.3	Fraud, scams, and targeted manipulation	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-output-bias	Output bias	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-ai	AI	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-output-bias	Output bias	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-output-bias	Output bias	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-output-bias	Output bias	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-1.1	Unfair discrimination and misrepresentation	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-over-or-under-reliance	Over- or under-reliance	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-over-or-under-reliance	Over- or under-reliance	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-over-or-under-reliance	Over- or under-reliance	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-over-or-under-reliance	Over- or under-reliance	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-5.1	Overreliance and unsafe use	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-personal-information-in-data	Personal information in data	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-ai	AI	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-personal-information-in-data	Personal information in data	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-personal-information-in-data	Personal information in data	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-personal-information-in-data	Personal information in data	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.1	Compromise of privacy by obtaining, leaking or correctly inferring sensitive information	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-personal-information-in-prompt	Personal information in prompt	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-ai	AI	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-personal-information-in-prompt	Personal information in prompt	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-personal-information-in-prompt	Personal information in prompt	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-personal-information-in-prompt	Personal information in prompt	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.1	Compromise of privacy by obtaining, leaking or correctly inferring sensitive information	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-plagiarism	Impact on education: plagiarism	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-plagiarism	Impact on education: plagiarism	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-other	Other	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-plagiarism	Impact on education: plagiarism	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-plagiarism	Impact on education: plagiarism	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-4.3	Fraud, scams, and targeted manipulation	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-poor-model-accuracy	Poor model accuracy	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-poor-model-accuracy	Poor model accuracy	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-unintentional	Unintentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-poor-model-accuracy	Poor model accuracy	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-poor-model-accuracy	Poor model accuracy	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-7.3	Lack of capability or robustness	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-prompt-injection	Prompt injection attack	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-entity-human	Human	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-prompt-injection	Prompt injection attack	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-intent-intentional	Intentional	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-prompt-injection	Prompt injection attack	skos:relatedMatch	mit-ai-risk-repository-causal:mit-ai-causal-risk-timing-post-deployment	Post -deployment	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
ibm-risk-atlas:atlas-prompt-injection	Prompt injection attack	skos:relatedMatch	mit-ai-risk-repository:mit-ai-risk-subdomain-2.2	AI system security vulnerabilities and attacks	semapv:ManualMappingCuration	pslat@mit.edu	2025-03-31	Mapping extracted from MIT AI risk repository
